stock_no,certificate_no,lab,Certificate,shape,size,color,clarity,cut,polish,symmetry,fluorescence,rap,discount,pr_ct,total_price,measurements,total_depth,table,link,key_to_symbols
F84201834,2306061151,GIA,View Cert,ROUND,0.33,E,SI2,EX,EX,EX,NON,2000,-35,1300,429,4.44*4.42*2.76,62.2,59,SEGOMA LINK,"Cloud, Crystal"
F97205853,2317029147,GIA,View Cert,ROUND,0.33,E,I1,EX,EX,EX,NON,1500,-38,930,306.9,4.45*4.42*2.77,62.4,56,SEGOMA LINK,Cloud
G15200549,2317736948,GIA,View Cert,ROUND,0.33,F,SI2,EX,EX,EX,NON,1900,-29,1349,445.17,4.43*4.4*2.76,62.4,59,SEGOMA LINK,"Feather, Crystal"
F84203186,1308272581,GIA,View Cert,ROUND,0.33,H,IF,EX,EX,EX,NON,2600,-37,1638,540.54,4.47*4.44*2.7,60.8,60,SEGOMA LINK,Minor Details of Polish
F106207225,1313236116,GIA,View Cert,ROUND,0.33,I,SI1,EX,EX,EX,FNT,1800,-32,1224,403.92,4.42*4.39*2.75,62.4,56,SEGOMA LINK,Twinning Wisp
F66330608,2294405191,GIA,View Cert,MARQUISE,0.33,D,VVS1,,EX,VG,FNT,2600,-38,1612,531.96,7.33*3.73*2.12,56.7,61,SEGOMA LINK,Cloud
F61329733,6292269704,GIA,View Cert,MARQUISE,0.33,D,VS1,,VG,VG,FNT,2000,-38,1240,409.2,6.75*3.72*2.19,58.9,66,SEGOMA LINK,"Crystal, Cloud"
F84301840,2306074437,GIA,View Cert,MARQUISE,0.33,D,SI1,,VG,VG,NON,1700,-35,1105,364.65,6.91*3.54*2.28,64.3,59,SEGOMA LINK,Crystal
G2300057,1313492977,GIA,View Cert,MARQUISE,0.33,E,VVS1,,EX,EX,STG,2300,-40,1380,455.4,6.89*3.67*2.32,63.1,61,SEGOMA LINK,Feather
F91304097,2306509127,GIA,View Cert,MARQUISE,0.33,F,VVS1,,VG,VG,FNT,2000,-28,1440,475.2,6.67*3.72*2.26,60.8,57,SEGOMA LINK,Feather
F62330068,7291283410,GIA,View Cert,MARQUISE,0.33,F,VVS1,,EX,GD,STG,2000,-48,1040,343.2,6.65*3.64*2.29,63,64,SEGOMA LINK,"Feather, Cavity"
G6A300039,7318474755,GIA,View Cert,MARQUISE,0.33,F,VVS2,,VG,VG,FNT,1800,-33,1206,397.98,7.25*3.83*2.23,58.3,59,SEGOMA LINK,"Pinpoint, Feather, Cloud, Surface Graining"
G2300245,6312566827,GIA,View Cert,PEAR,0.33,D,VVS1,,VG,VG,STG,2600,-45,1430,471.9,6.11*3.93*2.4,61,57,SEGOMA LINK,"Internal Graining, Surface Graining"
F104A305517,6301939747,GIA,View Cert,PEAR,0.33,D,VS1,,VG,VG,NON,2000,-30,1400,462,6.03*3.96*2.39,60.3,59,SEGOMA LINK,"Feather, Pinpoint"
F103A307529,1317566953,GIA,View Cert,PEAR,0.33,E,VS2,,EX,VG,NON,1700,-30,1190,392.7,6.29*3.97*2.31,58.2,57,SEGOMA LINK,"Cloud, Crystal, Feather"
CS08-106,1307865648,GIA,View Cert,Round,0.32,D,VVS1,EX,EX,EX,N,3000,-30.9,2073,663.36,4.37-4.39x2.73,62.4,57,Image/Video,Feather
CS08-97,6301867923,GIA,View Cert,Round,0.32,D,VS1,EX,EX,EX,N,2700,-30.4,1879.2,601.34,4.36-4.40x2.73,62.3,57,Image/Video,"Cloud,  Crystal,  Pinpoint,  Needle"
AP1200004,7318174016,GIA,View Cert,ROUND,0.32,D,VS1,EX,EX,EX,VST,2700,-52,1296,414.72,4.46*4.44*2.72,61.2,57,SEGOMA LINK,"Crystal, Pinpoint"
F94A204938,7301781889,GIA,View Cert,ROUND,0.32,D,VS1,EX,EX,EX,FNT,2700,-41,1593,509.76,4.36*4.33*2.7,62.2,59,SEGOMA LINK,"Feather, Pinpoint"
F102C206258,6312074873,GIA,View Cert,ROUND,0.32,D,SI1,EX,EX,EX,FNT,2400,-39,1464,468.48,4.4*4.39*2.76,62.7,57,SEGOMA LINK,"Cloud, Feather"
F105206773,6312198700,GIA,View Cert,ROUND,0.32,D,SI1,EX,EX,EX,NON,2400,-30,1680,537.6,4.41*4.39*2.72,61.9,59,SEGOMA LINK,Feather
F99205281,5306843848,GIA,View Cert,ROUND,0.32,D,SI2,EX,EX,EX,NON,2100,-36,1344,430.08,4.39*4.37*2.73,62.2,58,SEGOMA LINK,Crystal
F94A204988,2307785469,GIA,View Cert,ROUND,0.32,E,VVS1,EX,EX,EX,STG,2800,-47,1484,474.88,4.48*4.45*2.72,60.9,60,SEGOMA LINK,Feather
F88B203205,1308272596,GIA,View Cert,ROUND,0.32,E,VVS2,EX,EX,EX,NON,2700,-37,1701,544.32,4.47*4.44*2.66,59.8,59,SEGOMA LINK,"Cloud, Pinpoint, Feather"
F84203260,1303264740,GIA,View Cert,ROUND,0.32,E,VS1,EX,EX,EX,NON,2600,-36,1664,532.48,4.49*4.45*2.66,59.6,60,SEGOMA LINK,"Crystal, Needle, Pinpoint"
F102C206201,2317089680,GIA,View Cert,ROUND,0.32,E,VS1,EX,EX,EX,FNT,2600,-39,1586,507.52,4.37*4.34*2.73,62.7,56,SEGOMA LINK,"Crystal, Pinpoint"
F106207205,6315220988,GIA,View Cert,ROUND,0.32,E,SI1,EX,EX,EX,NON,2300,-32,1564,500.48,4.41*4.38*2.68,61,60,SEGOMA LINK,Crystal
F88B203472,6301314566,GIA,View Cert,ROUND,0.32,E,SI1,EX,EX,EX,NON,2300,-38,1426,456.32,4.41*4.38*2.73,62.1,57,SEGOMA LINK,"Crystal, Feather"
F95203935,3305421718,GIA,View Cert,ROUND,0.32,E,SI2,EX,VG,EX,NON,2000,-36,1280,409.6,4.39*4.36*2.74,62.6,56,SEGOMA LINK,"Twinning Wisp, Feather"
F97205126,2307802676,GIA,View Cert,ROUND,0.32,E,SI2,EX,EX,EX,NON,2000,-32,1360,435.2,4.38*4.35*2.74,62.7,55,SEGOMA LINK,Cloud
F95203906,6305421523,GIA,View Cert,ROUND,0.32,F,VVS2,EX,EX,EX,NON,2600,-33,1742,557.44,4.37*4.34*2.72,62.5,57,SEGOMA LINK,"Cloud, Pinpoint, Feather"
F94B204652,2307720393,GIA,View Cert,ROUND,0.32,F,VVS2,EX,EX,EX,NON,2600,-33,1742,557.44,4.39*4.36*2.74,62.6,55,SEGOMA LINK,Feather
F103207488,5316525616,GIA,View Cert,ROUND,0.32,F,VS1,EX,EX,EX,NON,2500,-32,1700,544,4.44*4.42*2.72,61.4,56,SEGOMA LINK,"Feather, Pinpoint"
F106207274,2316234443,GIA,View Cert,ROUND,0.32,F,VS2,EX,EX,EX,NON,2400,-29,1704,545.28,4.42*4.39*2.68,60.8,58,SEGOMA LINK,Feather
F113207408,7316460679,GIA,View Cert,ROUND,0.32,F,SI1,EX,VG,EX,NON,2200,-37,1386,443.52,4.37*4.35*2.73,62.6,58,SEGOMA LINK,"Twinning Wisp, Feather"
F98A205347,7306888590,GIA,View Cert,ROUND,0.32,G,FL,EX,EX,EX,NON,2700,-29,1917,613.44,4.39*4.37*2.75,62.8,57,SEGOMA LINK,
F106207282,6311234452,GIA,View Cert,ROUND,0.32,G,VVS2,EX,EX,EX,FNT,2500,-40,1500,480,4.37*4.34*2.73,62.6,57,SEGOMA LINK,"Feather, Cloud"
F103207505,7318538815,GIA,View Cert,ROUND,0.32,G,VS1,EX,EX,EX,FNT,2400,-38,1488,476.16,4.44*4.4*2.71,61.3,59,SEGOMA LINK,"Feather, Pinpoint"
F111207315,7316420044,GIA,View Cert,ROUND,0.32,G,VS2,EX,EX,EX,NON,2300,-32,1564,500.48,4.36*4.33*2.71,62.4,58,SEGOMA LINK,"Cloud, Feather"
F93203635,1303344380,GIA,View Cert,ROUND,0.32,G,SI2,EX,EX,EX,NON,1800,-32,1224,391.68,4.4*4.37*2.7,61.5,58,SEGOMA LINK,"Twinning Wisp, Feather"
E97219368,350873043,IGI,View Cert,ROUND,0.32,I,VVS1,EX,EX,EX,NON,2200,-42,1276,408.32,4.4*4.42*2.68,60.7,59,,
F84203007,6302210090,GIA,View Cert,ROUND,0.32,I,VS1,EX,EX,EX,NON,2000,-36,1280,409.6,4.38*4.35*2.73,62.5,57,SEGOMA LINK,"Cloud, Pinpoint"
F70330533,6292405242,GIA,View Cert,MARQUISE,0.32,E,IF,,VG,VG,FNT,2500,-37,1575,504,6.55*3.67*2.36,64.1,59,SEGOMA LINK,Minor Details of Polish
G7B300394,5313663037,GIA,View Cert,MARQUISE,0.32,E,VVS1,,EX,VG,MED,2300,-31,1587,507.84,6.84*3.67*2.29,62.5,60,SEGOMA LINK,"Pinpoint, Cloud, Cavity, Feather"
F58331346,1298756594,GIA,View Cert,MARQUISE,0.32,F,VS1,,VG,VG,NON,1700,-28,1224,391.68,6.99*3.68*2.17,58.9,61,SEGOMA LINK,"Cloud, Needle"
G2300203,7311547808,GIA,View Cert,MARQUISE,0.32,G,VS1,,VG,VG,VST,1600,-33,1072,343.04,6.76*3.66*2.29,62.4,60,SEGOMA LINK,"Cloud, Pinpoint"
F63329874,2296270840,GIA,View Cert,PEAR,0.32,D,VVS1,,VG,VG,MED,2600,-49,1326,424.32,5.95*3.84*2.31,60,60,SEGOMA LINK,"Feather, Cavity"
F31323562,6285374762,GIA,View Cert,PEAR,0.32,H,VVS2,,VG,VG,STG,1600,-46,864,276.48,5.69*3.87*2.45,63.4,60,SEGOMA LINK,INDENTED NATURAL
F84302991,7301223437,GIA,View Cert,PEAR,0.32,H,VS1,,EX,GD,STG,1500,-38,930,297.6,5.9*3.76*2.39,63.5,60,SEGOMA LINK,"Crystal, Needle, Pinpoint"
SRHK0010,6281626693,GIA,View Cert,Pear,0.31,D,VS1,,VG,G,N,2000,-40,1200,372,6.17x3.70x2.15,58,59,Image/Video,"Feather,  Indented Natural"
SRHK0005,6281626617,GIA,View Cert,Marquise,0.31,H,VVS1,,G,VG,N,1700,-40,1020,316.2,6.16x3.58x2.33,65,65,Image/Video,"Feather,  Cavity"
CS08-110,2306883157,GIA,View Cert,Round,0.31,D,VVS2,EX,EX,EX,F,2900,-35.6,1867.6,578.96,4.37-4.41x2.69,61.4,58,Image/Video,"Pinpoint,  Feather,  Indented Natural"
CS08-100,7301867723,GIA,View Cert,Round,0.31,E,VS1,EX,EX,EX,N,2600,-32.2,1762.8,546.47,4.35-4.37x2.69,61.6,57,Image/Video,Crystal
CS08-88,2306865599,GIA,View Cert,Round,0.31,K,SI1,EX,EX,EX,F,1300,-37,819,253.89,4.34-4.36x2.68,61.7,56,Image/Video,Crystal
UV4,6305505759,GIA,View Cert,Round,0.31,E,VVS1,EX,EX,VG,N,2800,-34.9,1822.8,565.07,4.31-4.33x2.66,61.6,59,Image/Video,"Pinpoint,  Feather,  Chip"
CS08-107,7301906068,GIA,View Cert,Pear,0.31,L,VVS1,,EX,EX,F,900,-35,585,181.35,6.49x3.80x2.16,56.8,60,Image/Video,Cloud
G15200700,6311801296,GIA,View Cert,ROUND,0.31,D,VS2,EX,EX,EX,NON,2600,-27,1898,588.38,4.36*4.34*2.69,61.9,57,SEGOMA LINK,Feather
G20200731,6312820505,GIA,View Cert,ROUND,0.31,D,VS2,EX,EX,EX,MED,2600,-40,1560,483.6,4.39*4.36*2.7,61.7,58,,"Crystal, Feather"
G15200676,2318800568,GIA,View Cert,ROUND,0.31,H,SI1,EX,EX,EX,NON,2000,-24,1520,471.2,4.34*4.31*2.66,61.5,57,SEGOMA LINK,Feather
G6D300434,6312694914,GIA,View Cert,MARQUISE,0.31,E,IF,,EX,VG,STG,2500,-34,1650,511.5,6.88*3.6*2.25,62.4,59,SEGOMA LINK,"Surface Graining, Minor Details of Polish"
G6D300516,1319720284,GIA,View Cert,PEAR,0.31,E,VVS1,,VG,VG,STG,2300,-43,1311,406.41,5.82*3.81*2.44,64.2,60,,Pinpoint
F89203994,2307452862,GIA,View Cert,ROUND,0.31,D,IF,EX,EX,EX,NON,3900,-33,2613,810.03,4.34*4.31*2.69,62.1,56,SEGOMA LINK,Minor Details of Polish
G3200268,7316566880,GIA,View Cert,ROUND,0.31,D,IF,EX,EX,EX,NON,3900,-29,2769,858.39,4.39*4.37*2.69,61.4,56,SEGOMA LINK,Minor Details of Polish
F106207212,5313235883,GIA,View Cert,ROUND,0.31,D,VVS1,EX,EX,EX,NON,3000,-31,2070,641.7,4.4*4.37*2.68,61.1,55,SEGOMA LINK,"Pinpoint, Feather"
F97204980,6302785185,GIA,View Cert,ROUND,0.31,D,VS1,EX,EX,EX,FNT,2700,-41,1593,493.83,4.41*4.38*2.68,61.1,59,SEGOMA LINK,"Crystal, Cloud, Feather, Pinpoint"
F106207134,6311220821,GIA,View Cert,ROUND,0.31,D,VS2,EX,EX,EX,NON,2600,-32,1768,548.08,4.35*4.33*2.66,61.4,60,SEGOMA LINK,"Feather, Crystal, Cloud"
F106207112,1319221537,GIA,View Cert,ROUND,0.31,D,SI2,VG,EX,VG,NON,2100,-38,1302,403.62,4.37*4.32*2.62,60.3,62,SEGOMA LINK,"Cloud, Crystal, Feather"
F113207337,1318420388,GIA,View Cert,ROUND,0.31,E,VS1,EX,EX,EX,FNT,2600,-39,1586,491.66,4.33*4.3*2.7,62.6,59,SEGOMA LINK,Feather
F84203092,6302272574,GIA,View Cert,ROUND,0.31,E,VS1,EX,EX,EX,FNT,2600,-42,1508,467.48,4.41*4.39*2.64,59.9,58,SEGOMA LINK,"Crystal, Feather"
F95203821,7306420272,GIA,View Cert,ROUND,0.31,E,VS2,EX,EX,EX,NON,2500,-29,1775,550.25,4.36*4.33*2.72,62.4,57,SEGOMA LINK,"Feather, Crystal, Cloud"
G15200568,2316736810,GIA,View Cert,ROUND,0.31,E,VS2,EX,EX,EX,NON,2500,-32,1700,527,4.33*4.31*2.69,62.3,58,SEGOMA LINK,"Feather, Crystal"
G15200463,6312684564,GIA,View Cert,ROUND,0.31,E,VS2,EX,EX,EX,FNT,2500,-35,1625,503.75,4.4*4.38*2.64,60.1,58,SEGOMA LINK,"Feather, Cloud, Crystal"
F97205230,7301852069,GIA,View Cert,ROUND,0.31,E,SI1,EX,EX,EX,NON,2300,-32,1564,484.84,4.31*4.29*2.68,62.4,57,SEGOMA LINK,"Cloud, Twinning Wisp"
F94B204778,2308734297,GIA,View Cert,ROUND,0.31,E,SI1,EX,VG,VG,NON,2300,-36,1472,456.32,4.36*4.33*2.71,62.5,57,SEGOMA LINK,Feather
F106207184,6311221000,GIA,View Cert,ROUND,0.31,E,SI1,EX,EX,EX,NON,2300,-34,1518,470.58,4.36*4.33*2.72,62.6,59,SEGOMA LINK,Crystal
F106207223,1313234458,GIA,View Cert,ROUND,0.31,E,SI1,EX,EX,EX,NON,2300,-32,1564,484.84,4.32*4.29*2.68,62.2,58,SEGOMA LINK,"Crystal, Cloud, Feather"
F105206620,2316146444,GIA,View Cert,ROUND,0.31,E,SI1,EX,EX,EX,NON,2300,-35,1495,463.45,4.37*4.34*2.72,62.4,58,SEGOMA LINK,"Feather, Crystal"
F105207075,6312204130,GIA,View Cert,ROUND,0.31,E,SI1,EX,EX,EX,NON,2300,-32,1564,484.84,4.36*4.33*2.69,61.9,59,SEGOMA LINK,"Feather, Crystal"
F103A207421,2316460584,GIA,View Cert,ROUND,0.31,E,SI2,EX,EX,EX,NON,2000,-37,1260,390.6,4.39*4.37*2.7,61.5,57,SEGOMA LINK,"Crystal, Cloud"
G3200282,7316591735,GIA,View Cert,ROUND,0.31,E,SI2,EX,EX,EX,NON,2000,-34,1320,409.2,4.33*4.31*2.66,61.6,57,SEGOMA LINK,"Crystal, Feather"
F94B204517,6302655286,GIA,View Cert,ROUND,0.31,F,VVS1,EX,EX,EX,NON,2700,-32,1836,569.16,4.4*4.39*2.63,59.8,60,SEGOMA LINK,Pinpoint
G15200426,6315693800,GIA,View Cert,ROUND,0.31,F,VS1,EX,EX,EX,NON,2500,-29,1775,550.25,4.36*4.33*2.69,62,58,SEGOMA LINK,"Feather, Needle, Cloud"
G15200430,3315692947,GIA,View Cert,ROUND,0.31,F,VS2,EX,EX,EX,NON,2400,-29,1704,528.24,4.41*4.38*2.65,60.2,58,SEGOMA LINK,"Crystal, Cloud, Needle, Feather"
F103207381,2316426139,GIA,View Cert,ROUND,0.31,F,VS2,EX,EX,EX,NON,2400,-31,1656,513.36,4.39*4.36*2.71,61.9,57,SEGOMA LINK,Crystal
F106207101,1313220879,GIA,View Cert,ROUND,0.31,F,SI1,EX,EX,EX,NON,2200,-29,1562,484.22,4.37*4.34*2.69,61.8,61,SEGOMA LINK,Feather
F82201593,1309003773,GIA,View Cert,ROUND,0.31,F,SI1,EX,EX,EX,NON,2200,-35,1430,443.3,4.38*4.36*2.7,61.8,58,SEGOMA LINK,Etch Channel
F113207372,6312426103,GIA,View Cert,ROUND,0.31,F,SI2,EX,EX,EX,NON,1900,-33,1273,394.63,4.35*4.32*2.73,63,58,SEGOMA LINK,"Twinning Wisp, Feather"
F97205866,6312031624,GIA,View Cert,ROUND,0.31,F,SI2,EX,EX,EX,NON,1900,-29,1349,418.19,4.32*4.31*2.7,62.5,57,SEGOMA LINK,Feather
F83202487,1303167313,GIA,View Cert,ROUND,0.31,G,IF,EX,EX,EX,FNT,2700,-44,1512,468.72,4.39*4.38*2.69,61.3,59,SEGOMA LINK,Minor Details of Polish
F102C206334,2318092015,GIA,View Cert,ROUND,0.31,G,IF,EX,EX,EX,NON,2700,-34,1782,552.42,4.32*4.29*2.71,62.9,57,SEGOMA LINK,"Surface Graining, Minor Details of Polish"
G15200690,5313800551,GIA,View Cert,ROUND,0.31,G,VVS1,EX,EX,EX,NON,2600,-30,1820,564.2,4.38*4.37*2.66,60.8,56,SEGOMA LINK,"Pinpoint, Cloud"
G15200561,5313736809,GIA,View Cert,ROUND,0.31,G,VS2,EX,EX,EX,NON,2300,-31,1587,491.97,4.36*4.33*2.71,62.4,56,SEGOMA LINK,"Crystal, Feather"
F97205352,2304864701,GIA,View Cert,ROUND,0.31,G,VS2,EX,EX,EX,NON,2300,-27,1679,520.49,4.38*4.35*2.7,61.9,59,SEGOMA LINK,"Cloud, Crystal, Feather"
F40224420,6282528956,GIA,View Cert,ROUND,0.31,G,SI2,EX,EX,EX,NON,1800,-37,1134,351.54,4.34*4.31*2.7,62.4,56,SEGOMA LINK,CRYSTAL
F80B202375,1309147286,GIA,View Cert,ROUND,0.31,H,IF,EX,EX,EX,NON,2600,-37,1638,507.78,4.33*4.3*2.71,62.7,57,SEGOMA LINK,Minor Details of Polish
F84203032,6302211451,GIA,View Cert,ROUND,0.31,I,VVS2,EX,EX,EX,NON,2100,-34,1386,429.66,4.4*4.37*2.63,60,61,SEGOMA LINK,"Needle, Pinpoint, Indented Natural"
F83202061,1309076402,GIA,View Cert,ROUND,0.31,I,VS1,EX,EX,EX,NON,2000,-36,1280,396.8,4.34*4.31*2.71,62.7,58,SEGOMA LINK,Cloud
G15200378,7313642986,GIA,View Cert,ROUND,0.31,I,SI1,EX,EX,EX,NON,1800,-28,1296,401.76,4.42*4.4*2.63,59.7,58,SEGOMA LINK,"Crystal, Feather"
G15200409,7311654977,GIA,View Cert,ROUND,0.31,J,IF,EX,EX,EX,NON,2100,-30,1470,455.7,4.42*4.39*2.66,60.4,59,SEGOMA LINK,Minor Details of Polish
F89303894,3305425612,GIA,View Cert,MARQUISE,0.31,D,VVS1,,VG,EX,NON,2600,-25,1950,604.5,6.89*3.5*2.17,61.9,59,SEGOMA LINK,"Cavity, Feather"
F82301454,6302004606,GIA,View Cert,MARQUISE,0.31,D,VS1,,VG,VG,NON,2000,-27,1460,452.6,6.88*3.67*2.12,57.9,61,SEGOMA LINK,Feather
F91303970,7301467042,GIA,View Cert,MARQUISE,0.31,D,VS2,,VG,GD,NON,1800,-32,1224,379.44,6.84*3.42*2.27,66.5,59,SEGOMA LINK,Crystal
F89304032,6305490084,GIA,View Cert,MARQUISE,0.31,D,SI1,,VG,GD,NON,1700,-29,1207,374.17,7.19*3.34*2.08,62.3,60,SEGOMA LINK,Feather
F94304368,2307607793,GIA,View Cert,MARQUISE,0.31,D,SI1,,EX,VG,NON,1700,-32,1156,358.36,6.75*3.66*2.29,62.6,60,SEGOMA LINK,"Crystal, Feather"
F94304224,6302590985,GIA,View Cert,MARQUISE,0.31,D,SI1,,VG,VG,NON,1700,-29,1207,374.17,6.68*3.56*2.21,61.9,57,SEGOMA LINK,"Crystal, Feather"
F82301830,6301074516,GIA,View Cert,MARQUISE,0.31,D,SI1,,EX,VG,NON,1700,-33,1139,353.09,6.58*3.55*2.25,63.3,59,SEGOMA LINK,"Feather, Crystal"
F58331259,6292630810,GIA,View Cert,MARQUISE,0.31,D,SI1,,VG,GD,MED,1700,-40,1020,316.2,6.77*3.49*2.23,63.9,56,SEGOMA LINK,"Crystal, Feather"
G6D300389,2317663028,GIA,View Cert,MARQUISE,0.31,E,VVS1,,EX,VG,STG,2300,-36,1472,456.32,6.85*3.56*2.23,62.6,57,SEGOMA LINK,Pinpoint
F103307580,1315663012,GIA,View Cert,MARQUISE,0.31,F,VS2,,EX,VG,MED,1600,-26,1184,367.04,7.35*3.49*2.08,59.5,57,SEGOMA LINK,Feather
F103307583,2316695004,GIA,View Cert,MARQUISE,0.31,F,VS2,,EX,EX,FNT,1600,-28,1152,357.12,6.93*3.46*2.22,64.2,60,SEGOMA LINK,"Crystal, Cloud, Feather"
F103A307441,2314516489,GIA,View Cert,MARQUISE,0.31,H,VS1,,VG,VG,NON,1500,-21,1185,367.35,6.84*3.59*2.23,62.2,60,SEGOMA LINK,"Crystal, Cloud, Feather, Pinpoint"
F105305996,2317024984,GIA,View Cert,SQUARE MOD.,0.31,G,SI1,,EX,VG,NON,1400,-21,1106,342.86,3.72*3.71*2.72,73.5,69,SEGOMA LINK,"Cloud, Crystal, Feather"
F94A304395,7308622172,GIA,View Cert,PEAR,0.31,D,VVS1,,EX,VG,FNT,2600,-40,1560,483.6,5.94*3.83*2.26,59,63,SEGOMA LINK,Feather
F81301501,6302004624,GIA,View Cert,PEAR,0.31,D,VVS2,,VG,VG,FNT,2300,-40,1380,427.8,5.85*3.83*2.32,60.6,62,SEGOMA LINK,"Needle, Pinpoint, Indented Natural"
F99305879,7311035754,GIA,View Cert,PEAR,0.31,E,VVS1,,VG,VG,NON,2300,-31,1587,491.97,5.91*3.81*2.38,62.5,62,SEGOMA LINK,Feather
F96304267,3305593715,GIA,View Cert,PEAR,0.31,E,VVS1,,EX,VG,NON,2300,-34,1518,470.58,5.75*3.89*2.32,59.6,63,SEGOMA LINK,"Pinpoint, Feather, Indented Natural"
F71331331,1299739925,GIA,View Cert,PEAR,0.31,E,VVS2,,EX,GD,NON,2000,-38,1240,384.4,5.74*3.86*2.31,59.9,58,SEGOMA LINK,Feather
F94B304643,6302735715,GIA,View Cert,PEAR,0.31,E,VVS2,,EX,VG,NON,2000,-31,1380,427.8,5.87*3.8*2.41,63.4,59,SEGOMA LINK,"Pinpoint, Surface Graining"
F102A305905,6312035842,GIA,View Cert,PEAR,0.31,F,SI1,,VG,VG,NON,1500,-30,1050,325.5,5.82*3.87*2.28,58.9,65,SEGOMA LINK,Feather
F82301335,5293956690,GIA,View Cert,PEAR,0.31,G,VS1,,VG,VG,FNT,1600,-35,1040,322.4,5.67*3.8*2.38,62.6,57,SEGOMA LINK,Feather
F106306947,7316202088,GIA,View Cert,PEAR,0.31,G,SI1,,VG,VG,FNT,1400,-32,952,295.12,6.01*3.72*2.32,62.4,61,SEGOMA LINK,Crystal
F94B304637,6302739056,GIA,View Cert,PEAR,0.31,H,SI1,,EX,VG,NON,1300,-35,845,261.95,5.86*3.88*2.26,58.1,61,SEGOMA LINK,"Feather, Crystal"
G2300301,6311608441,GIA,View Cert,PEAR,0.31,H,SI1,,EX,VG,STG,1300,-34,858,265.98,6.03*3.9*2.37,60.8,60,SEGOMA LINK,Cloud
F94B304922,5306749865,GIA,View Cert,PEAR,0.31,J,VS1,,VG,VG,NON,1100,-31,759,235.29,5.92*3.75*2.42,64.3,63,SEGOMA LINK,Feather
F103A307530,6312567120,GIA,View Cert,PEAR,0.31,K,VVS2,,EX,VG,MED,1000,-29,710,220.1,5.96*3.78*2.39,63.2,58,SEGOMA LINK,"Cloud, Needle, Pinpoint"
CS-1028,2296397407,GIA,View Cert,Round,0.3,H,SI1,VG,VG,G,N,2000,-34.5,1310,393,4.22-4.28x2.63,62,62,Image/Video,Cloud
SRHK0009,5283626063,GIA,View Cert,Pear,0.3,L,VVS1,,VG,VG,N,900,-45,495,148.5,5.54x3.66x2.45,67,53,Image/Video,"Feather,  Cavity,  Natural"
CS-1074,2294949430,GIA,View Cert,Round,0.3,K,SI2,VG,EX,EX,N,1200,-41.5,702,210.6,4.33-4.34x2.59,59.8,60,Image/Video,"Crystal,  Feather"
CS08-105,3305865659,GIA,View Cert,Round,0.3,D,VS1,VG,EX,VG,N,2700,-34,1782,534.6,4.23-4.25x2.68,63.1,57,Image/Video,"Feather,  Cavity,  Pinpoint,  Cloud"
CS08-54,7303868114,GIA,View Cert,Round,0.3,D,VS1,EX,EX,EX,F,2700,-31.4,1852.2,555.66,4.26-4.30x2.67,62.3,57,Image/Video,Crystal
CS08-17,2306758643,GIA,View Cert,Round,0.3,D,VS1,G,VG,G,N,2700,-37.6,1684.8,505.44,4.35-4.37x2.55,58.4,62,Image/Video,"Feather,  Indented Natural,  Pinpoint"
CS08-113,7306867756,GIA,View Cert,Round,0.3,D,VS2,VG,VG,VG,N,2600,-38.1,1609.4,482.82,4.22-4.24x2.71,64,55,Image/Video,Feather
CS08-8,2307884825,GIA,View Cert,Round,0.3,D,VS2,EX,EX,EX,F,2600,-31.9,1770.6,531.18,4.29-4.31x2.65,61.7,58,Image/Video,"Crystal,  Feather"
CS08-9A,2307895032,GIA,View Cert,Round,0.3,D,VS2,EX,EX,VG,F,2600,-32.9,1744.6,523.38,4.32-4.34x2.59,59.8,61,Image/Video,Crystal
CS08-86,7308865593,GIA,View Cert,Round,0.3,D,SI1,VG,VG,EX,N,2400,-35.6,1545.6,463.68,4.19-4.21x2.69,64,57,Image/Video,Crystal
CS08-9B,2307884841,GIA,View Cert,Round,0.3,D,SI1,EX,EX,EX,N,2400,-30.3,1672.8,501.84,4.27-4.29x2.68,62.7,55,Image/Video,Feather
CS08-108,1305867745,GIA,View Cert,Round,0.3,E,VVS2,EX,EX,VG,N,2700,-35.3,1746.9,524.07,4.32-4.33x2.66,61.5,57,Image/Video,"Cavity,  Indented Natural,  Pinpoint,  Surface Graining"
CS08-96,6301868122,GIA,View Cert,Round,0.3,E,SI1,VG,EX,VG,N,2300,-34.5,1506.5,451.95,4.23-4.25x2.67,62.9,55,Image/Video,Feather
CS08-91,2306883291,GIA,View Cert,Round,0.3,E,SI1,VG,EX,EX,N,2300,-33.5,1529.5,458.85,4.27-4.30x2.66,62.2,57,Image/Video,"Crystal,  Feather"
CS08-104,6305883147,GIA,View Cert,Round,0.3,F,SI1,EX,EX,VG,M,2200,-33.5,1463,438.9,4.26-4.29x2.66,62.2,57,Image/Video,Crystal
CS08-98,1305865559,GIA,View Cert,Round,0.3,H,VS1,EX,VG,EX,N,2300,-24.3,1741.1,522.33,4.36-4.37x2.58,59.2,61,Image/Video,"Feather,  Pinpoint"
CS08-83,7301883148,GIA,View Cert,Round,0.3,H,SI2,VG,EX,EX,N,1700,-28.1,1222.3,366.69,4.25-4.28x2.67,62.6,56,Image/Video,Knot
CS08-59A,6301867358,GIA,View Cert,Round,0.3,I,VS1,EX,EX,VG,N,2000,-25.4,1492,447.6,4.27-4.30x2.68,62.5,55,Image/Video,Indented Natural
